ID,SeriousDlqin2yrs
6,0
7,0
8,0
15,0
19,0
22,0
25,0
31,0
32,0
33,0
34,0
36,0
38,0
39,0
45,0
57,0
69,0
70,0
71,0
72,0
74,0
83,0
88,0
91,0
92,0
97,0
100,0
109,0
110,0
114,0
118,0
123,0
124,0
133,0
134,0
136,0
139,0
145,0
148,0
159,0
162,0
166,0
169,0
178,0
184,0
187,1
190,0
194,0
195,0
198,0
209,0
211,0
212,0
219,0
220,0
234,0
239,0
241,0
244,0
247,0
251,0
252,0
253,0
257,0
261,0
270,0
277,0
279,0
282,0
287,1
288,0
294,0
298,0
300,0
301,0
303,0
305,0
306,0
312,0
316,0
324,0
330,0
335,0
336,0
338,0
348,0
349,0
350,0
353,0
355,1
359,0
366,0
368,0
371,0
373,0
382,0
386,0
387,0
398,0
401,0
406,0
412,0
417,0
420,0
421,0
426,0
427,0
428,0
430,0
433,0
443,0
447,0
449,0
450,0
453,0
454,0
462,0
463,0
466,0
467,0
471,0
472,0
473,0
480,0
481,0
484,0
490,0
491,0
495,0
504,0
505,0
509,0
514,0
515,0
517,0
518,0
521,0
526,0
532,0
535,0
536,0
539,0
545,0
547,0
553,0
554,0
555,0
560,0
562,0
566,0
574,0
575,0
576,0
578,0
580,0
582,0
586,0
591,0
593,0
596,0
606,0
607,0
609,0
612,0
616,0
621,0
622,0
623,0
628,0
633,0
634,0
639,0
640,0
645,0
647,0
648,0
653,0
655,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
667,0
679,0
682,0
686,0
689,0
694,0
696,0
697,0
705,0
707,0
714,0
716,0
721,0
722,0
723,0
725,0
730,0
733,0
734,0
735,0
738,0
739,0
740,0
749,0
764,0
765,0
775,0
780,0
781,0
782,0
784,0
785,0
789,0
792,0
795,0
800,0
803,0
805,0
810,0
813,0
816,0
829,0
836,0
838,0
847,0
855,0
857,0
858,0
863,0
866,0
871,0
873,0
875,0
879,0
881,0
882,0
884,0
891,0
892,0
895,0
897,0
899,0
902,0
905,0
907,0
908,0
911,0
914,0
916,0
923,0
924,0
925,0
928,0
931,0
937,0
939,0
944,0
946,0
947,0
949,0
950,0
951,0
956,0
962,0
969,0
972,0
974,0
975,0
980,0
993,0
994,0
995,0
999,0
1005,0
1006,0
1007,0
1009,0
1010,0
1012,0
1014,0
1020,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1037,0
1039,0
1045,0
1052,0
1054,0
1061,0
1066,0
1068,0
1073,0
1075,0
1078,0
1079,0
1088,0
1090,0
1094,0
1095,0
1097,0
1099,0
1108,0
1121,0
1128,0
1136,0
1140,0
1146,0
1149,0
1150,0
1152,0
1153,0
1155,0
1159,0
1161,0
1165,0
1168,1
1169,0
1173,0
1176,0
1179,0
1190,0
1192,0
1198,0
1200,0
1201,0
1203,0
1205,0
1212,0
1215,0
1217,0
1220,0
1221,0
1223,0
1224,0
1225,0
1226,0
1230,0
1231,0
1234,0
1236,0
1237,0
1238,0
1241,0
1243,0
1245,0
1247,0
1254,0
1259,0
1264,0
1269,0
1274,1
1276,0
1293,0
1297,0
1301,0
1302,0
1303,0
1307,0
1310,0
1316,0
1317,0
1321,0
1323,0
1324,0
1326,0
1329,0
1331,0
1333,0
1337,0
1338,0
1341,0
1342,0
1344,0
1351,0
1353,0
1357,0
1364,0
1368,0
1370,0
1379,0
1381,0
1384,0
1387,0
1388,0
1392,0
1393,0
1395,0
1397,0
1408,0
1411,0
1413,0
1415,0
1416,0
1428,0
1430,0
1434,0
1440,0
1441,1
1442,0
1443,0
1444,0
1449,0
1452,0
1454,0
1456,0
1458,0
1459,0
1462,0
1463,0
1471,0
1476,0
1479,0
1480,0
1483,0
1488,0
1491,0
1493,0
1494,0
1501,0
1506,0
1510,0
1511,0
1512,0
1515,0
1520,0
1523,0
1524,0
1525,0
1535,0
1536,0
1538,0
1540,0
1541,0
1544,0
1545,0
1550,0
1552,0
1555,0
1556,0
1557,0
1559,0
1561,0
1565,0
1569,0
1570,0
1571,0
1576,0
1584,0
1585,0
1590,0
1591,0
1592,0
1595,0
1597,0
1614,0
1618,0
1621,0
1626,0
1627,0
1628,0
1630,0
1640,0
1641,0
1644,0
1646,0
1648,0
1649,0
1651,0
1652,0
1655,0
1661,0
1663,0
1664,0
1670,0
1677,0
1683,1
1686,0
1700,0
1703,0
1704,0
1706,0
1707,0
1708,0
1710,0
1715,0
1716,0
1720,0
1721,0
1723,0
1727,0
1730,0
1731,1
1732,0
1740,0
1742,0
1745,0
1747,0
1752,0
1754,0
1768,0
1769,0
1783,0
1784,0
1786,0
1793,0
1799,0
1801,0
1802,0
1806,0
1807,0
1808,0
1810,0
1813,0
1822,0
1824,0
1828,0
1829,0
1830,0
1835,0
1836,0
1838,0
1845,0
1847,0
1853,0
1854,0
1855,0
1860,0
1861,0
1865,0
1866,0
1875,0
1876,0
1884,0
1885,0
1890,0
1892,0
1893,0
1899,0
1902,0
1904,0
1905,0
1906,0
1908,0
1913,0
1915,0
1918,0
1925,0
1935,0
1936,0
1937,0
1938,0
1942,0
1943,0
1944,0
1946,0
1948,0
1949,0
1958,0
1960,0
1963,0
1965,0
1966,0
1968,0
1969,0
1985,0
1989,0
1992,0
2000,0
2002,0
2003,0
2012,0
2013,0
2024,0
2025,0
2034,0
2037,0
2041,0
2048,0
2050,0
2051,0
2059,0
2065,0
2068,0
2069,0
2073,0
2077,0
2078,0
2079,0
2081,0
2082,0
2086,0
2089,0
2091,0
2092,0
