ID,SeriousDlqin2yrs
6,0.021178722895090207
7,0.021178722895090207
8,0.1043524621946491
15,0.021178722895090207
19,0.021178722895090207
22,0.021178722895090207
25,0.021178722895090207
31,0.1043524621946491
32,0.1043524621946491
33,0.021178722895090207
34,0.021178722895090207
36,0.021178722895090207
38,0.1043524621946491
39,0.021178722895090207
45,0.021178722895090207
57,0.021178722895090207
69,0.19983065198983913
70,0.021178722895090207
71,0.021178722895090207
72,0.021178722895090207
74,0.021178722895090207
83,0.021178722895090207
88,0.16478696741854637
91,0.021178722895090207
92,0.021178722895090207
97,0.021178722895090207
100,0.021178722895090207
109,0.1043524621946491
110,0.021178722895090207
114,0.021178722895090207
118,0.021178722895090207
123,0.021178722895090207
124,0.16478696741854637
133,0.021178722895090207
134,0.021178722895090207
136,0.021178722895090207
139,0.021178722895090207
145,0.021178722895090207
148,0.021178722895090207
159,0.021178722895090207
162,0.021178722895090207
166,0.1043524621946491
169,0.021178722895090207
178,0.021178722895090207
184,0.021178722895090207
187,0.6121270452358036
190,0.1043524621946491
194,0.1043524621946491
195,0.021178722895090207
198,0.021178722895090207
209,0.021178722895090207
211,0.021178722895090207
212,0.38992688870836717
219,0.1043524621946491
220,0.021178722895090207
234,0.021178722895090207
239,0.1043524621946491
241,0.3455797933409874
244,0.1043524621946491
247,0.021178722895090207
251,0.021178722895090207
252,0.1043524621946491
253,0.021178722895090207
257,0.1043524621946491
261,0.021178722895090207
270,0.021178722895090207
277,0.021178722895090207
279,0.021178722895090207
282,0.1043524621946491
287,0.6121270452358036
288,0.1043524621946491
294,0.1043524621946491
298,0.021178722895090207
300,0.1043524621946491
301,0.021178722895090207
303,0.021178722895090207
305,0.19983065198983913
306,0.1043524621946491
312,0.021178722895090207
316,0.1043524621946491
324,0.021178722895090207
330,0.1043524621946491
335,0.021178722895090207
336,0.021178722895090207
338,0.021178722895090207
348,0.021178722895090207
349,0.021178722895090207
350,0.021178722895090207
353,0.6121270452358036
355,0.38992688870836717
359,0.1043524621946491
366,0.1043524621946491
368,0.021178722895090207
371,0.021178722895090207
373,0.021178722895090207
382,0.1043524621946491
386,0.021178722895090207
387,0.021178722895090207
398,0.1043524621946491
401,0.021178722895090207
406,0.021178722895090207
412,0.021178722895090207
417,0.021178722895090207
420,0.021178722895090207
421,0.1043524621946491
426,0.1043524621946491
427,0.1043524621946491
428,0.021178722895090207
430,0.021178722895090207
433,0.021178722895090207
443,0.1043524621946491
447,0.021178722895090207
449,0.47833775419982316
450,0.021178722895090207
453,0.021178722895090207
454,0.3455797933409874
462,0.021178722895090207
463,0.47833775419982316
466,0.021178722895090207
467,0.021178722895090207
471,0.021178722895090207
472,0.021178722895090207
473,0.021178722895090207
480,0.38992688870836717
481,0.1043524621946491
484,0.021178722895090207
490,0.021178722895090207
491,0.021178722895090207
495,0.021178722895090207
504,0.021178722895090207
505,0.021178722895090207
509,0.1043524621946491
514,0.1043524621946491
515,0.021178722895090207
517,0.021178722895090207
518,0.021178722895090207
521,0.3455797933409874
526,0.021178722895090207
532,0.021178722895090207
535,0.021178722895090207
536,0.1043524621946491
539,0.021178722895090207
545,0.021178722895090207
547,0.021178722895090207
553,0.1043524621946491
554,0.021178722895090207
555,0.1043524621946491
560,0.021178722895090207
562,0.021178722895090207
566,0.021178722895090207
574,0.021178722895090207
575,0.021178722895090207
576,0.1043524621946491
578,0.021178722895090207
580,0.1043524621946491
582,0.47833775419982316
586,0.1043524621946491
591,0.021178722895090207
593,0.021178722895090207
596,0.021178722895090207
606,0.021178722895090207
607,0.38992688870836717
609,0.021178722895090207
612,0.1043524621946491
616,0.021178722895090207
621,0.021178722895090207
622,0.1043524621946491
623,0.021178722895090207
628,0.021178722895090207
633,0.021178722895090207
634,0.021178722895090207
639,0.021178722895090207
640,0.021178722895090207
645,0.021178722895090207
647,0.021178722895090207
648,0.021178722895090207
653,0.021178722895090207
655,0.021178722895090207
659,0.021178722895090207
660,0.021178722895090207
661,0.16478696741854637
662,0.021178722895090207
663,0.3455797933409874
664,0.021178722895090207
665,0.021178722895090207
667,0.021178722895090207
679,0.021178722895090207
682,0.021178722895090207
686,0.021178722895090207
689,0.021178722895090207
694,0.47833775419982316
696,0.021178722895090207
697,0.021178722895090207
705,0.021178722895090207
707,0.021178722895090207
714,0.021178722895090207
716,0.021178722895090207
721,0.021178722895090207
722,0.021178722895090207
723,0.021178722895090207
725,0.021178722895090207
730,0.021178722895090207
733,0.021178722895090207
734,0.021178722895090207
735,0.1043524621946491
738,0.021178722895090207
739,0.021178722895090207
740,0.1043524621946491
749,0.021178722895090207
764,0.021178722895090207
765,0.1043524621946491
775,0.021178722895090207
780,0.021178722895090207
781,0.38992688870836717
782,0.1043524621946491
784,0.021178722895090207
785,0.19983065198983913
789,0.021178722895090207
792,0.1043524621946491
795,0.021178722895090207
800,0.021178722895090207
803,0.021178722895090207
805,0.021178722895090207
810,0.021178722895090207
813,0.021178722895090207
816,0.021178722895090207
829,0.021178722895090207
836,0.021178722895090207
838,0.021178722895090207
847,0.021178722895090207
855,0.021178722895090207
857,0.1043524621946491
858,0.021178722895090207
863,0.1043524621946491
866,0.021178722895090207
871,0.021178722895090207
873,0.021178722895090207
875,0.021178722895090207
879,0.021178722895090207
881,0.1043524621946491
882,0.021178722895090207
884,0.021178722895090207
891,0.021178722895090207
892,0.021178722895090207
895,0.021178722895090207
897,0.021178722895090207
899,0.1043524621946491
902,0.021178722895090207
905,0.021178722895090207
907,0.021178722895090207
908,0.021178722895090207
911,0.1043524621946491
914,0.1043524621946491
916,0.021178722895090207
923,0.021178722895090207
924,0.1043524621946491
925,0.021178722895090207
928,0.021178722895090207
931,0.021178722895090207
937,0.021178722895090207
939,0.021178722895090207
944,0.1043524621946491
946,0.021178722895090207
947,0.021178722895090207
949,0.021178722895090207
950,0.021178722895090207
951,0.021178722895090207
956,0.1043524621946491
962,0.021178722895090207
969,0.19983065198983913
972,0.021178722895090207
974,0.021178722895090207
975,0.38992688870836717
980,0.021178722895090207
993,0.1043524621946491
994,0.021178722895090207
995,0.021178722895090207
999,0.021178722895090207
1005,0.021178722895090207
1006,0.021178722895090207
1007,0.021178722895090207
1009,0.1043524621946491
1010,0.16478696741854637
1012,0.3455797933409874
1014,0.021178722895090207
1020,0.021178722895090207
1026,0.1043524621946491
1027,0.021178722895090207
1028,0.1043524621946491
1029,0.021178722895090207
1030,0.021178722895090207
1031,0.021178722895090207
1032,0.021178722895090207
1037,0.021178722895090207
1039,0.1043524621946491
1045,0.1043524621946491
1052,0.1043524621946491
1054,0.021178722895090207
1061,0.021178722895090207
1066,0.1043524621946491
1068,0.021178722895090207
1073,0.021178722895090207
1075,0.1043524621946491
1078,0.021178722895090207
1079,0.1043524621946491
1088,0.021178722895090207
1090,0.021178722895090207
1094,0.1043524621946491
1095,0.021178722895090207
1097,0.021178722895090207
1099,0.021178722895090207
1108,0.021178722895090207
1121,0.021178722895090207
1128,0.1043524621946491
1136,0.021178722895090207
1140,0.021178722895090207
1146,0.1043524621946491
1149,0.1043524621946491
1150,0.021178722895090207
1152,0.1043524621946491
1153,0.1043524621946491
1155,0.021178722895090207
1159,0.021178722895090207
1161,0.021178722895090207
1165,0.021178722895090207
1168,0.6121270452358036
1169,0.021178722895090207
1173,0.1043524621946491
1176,0.021178722895090207
1179,0.021178722895090207
1190,0.021178722895090207
1192,0.021178722895090207
1198,0.1043524621946491
1200,0.021178722895090207
1201,0.021178722895090207
1203,0.021178722895090207
1205,0.1043524621946491
1212,0.021178722895090207
1215,0.021178722895090207
1217,0.021178722895090207
1220,0.021178722895090207
1221,0.021178722895090207
1223,0.021178722895090207
1224,0.1043524621946491
1225,0.021178722895090207
1226,0.021178722895090207
1230,0.021178722895090207
1231,0.021178722895090207
1234,0.1043524621946491
1236,0.021178722895090207
1237,0.1043524621946491
1238,0.021178722895090207
1241,0.021178722895090207
1243,0.021178722895090207
1245,0.1043524621946491
1247,0.021178722895090207
1254,0.021178722895090207
1259,0.021178722895090207
1264,0.021178722895090207
1269,0.021178722895090207
1274,0.47833775419982316
1276,0.1043524621946491
1293,0.1043524621946491
1297,0.38992688870836717
1301,0.1043524621946491
1302,0.021178722895090207
1303,0.021178722895090207
1307,0.021178722895090207
1310,0.021178722895090207
