id,Price_euros
6,1219.2158366918
8,1093.3709487437227
14,1892.5291120081858
21,1887.4368262071985
22,861.6522612309938
27,1266.185909966884
29,1029.449395364403
32,933.7460316202604
38,791.415314040584
41,1236.4104582940934
59,385.64767745662414
60,1161.6604711691273
62,1627.9264973612333
71,1245.8560080184131
75,1180.5639645573685
76,1521.7021204211774
77,1709.9125690323497
81,1225.8363837156646
82,944.4487871890854
83,953.151008890542
86,1336.3702352787677
87,1373.7385129397455
88,1177.6886999315418
90,908.2360592184513
91,1326.4385930912606
93,1037.7704373540694
97,1014.8078247689275
104,886.6456413067613
108,1414.7963180051527
114,1163.260458758723
115,1655.5535155219068
122,1134.5882381585232
128,489.27157052822577
133,1290.4260017409101
140,1163.2056112095304
143,1070.0721845443313
145,791.7258820087812
146,1181.5068426139599
149,1276.2479908911957
151,1006.2520586809621
152,1408.2141041106229
153,425.35435648157454
157,692.3620988723388
158,1167.4391573960945
160,1071.4848711881032
170,779.5671233262789
173,1168.27206618776
175,960.2616736532902
179,1099.6182966797003
180,1002.5054625646499
181,1629.3121469877617
182,1645.8265142889131
183,800.4061632948589
184,604.5603633554474
186,2867.990561028294
195,3614.2545945405764
206,1630.3553012167424
211,2099.7790195471352
215,2656.6637701312866
224,1080.8909061520058
226,1018.0322822772645
231,1042.1984105305708
235,960.4027940041663
237,3148.1409603508664
238,409.9396529278315
240,1221.070893300652
250,1188.6528218658302
251,892.6073469337413
255,1099.598883271203
257,1210.3172241631034
259,1524.3335942793503
260,1215.1774800074659
264,1125.8870518261517
265,740.8292034280795
273,1017.7608274074933
277,1008.3194501751659
278,1606.1462267209113
279,1308.7070382489842
285,2609.5918096152072
286,914.6802485901421
287,1873.5475133035477
294,720.6276760145031
295,1904.5786472527082
297,1701.9947708073578
298,1464.7846500569558
299,996.2969640284846
304,2104.453392133108
309,622.8289003007876
310,364.62431489995987
312,2116.080390248583
316,1017.7118200064733
317,940.7389795895629
326,665.895518806341
334,1034.31321371794
336,870.2438610769149
337,1752.9158780541215
338,2131.4829226873253
343,989.6301633134342
346,1164.2891565421387
350,550.2429365351913
357,1042.3640854055768
358,944.5659930047848
363,775.1447247274971
364,1261.8980027140894
369,1214.0414299420029
371,1087.1583233517138
376,1725.868068452765
383,1005.6907098048264
384,1235.7554171085274
385,1039.0641364044882
386,896.4198135871736
391,953.058085213314
394,741.4362845906431
397,1205.7348532362073
398,853.6727232333286
416,1585.975229394801
417,2122.637925658327
419,1354.3918131338426
421,726.4154903044342
428,144.77594115233322
432,1349.5555244710297
438,404.95977462440044
440,642.521357373712
443,960.6807677899765
445,554.4742846154762
446,1364.186780187427
457,977.079347459513
459,1019.0791555681175
461,651.8960873492337
462,1216.0348106400006
463,484.7793936738073
468,1403.1967484613826
473,840.3179727806532
477,1923.5404379763238
479,1532.3387009786413
480,1297.641549399774
483,1714.1604838676155
487,1019.4411262417469
492,2143.0315827251925
496,731.2941303644203
501,1254.7220508956339
502,1183.0903949286142
505,1013.8177039533142
507,2411.985530318223
508,1050.9683874053967
513,842.7576668122076
514,463.2167760197478
516,2375.9173526214818
521,1754.0423848587154
524,1140.7994313027186
527,1122.274627291653
529,1948.289899909111
534,1330.5539764235718
537,2072.926003073092
539,1947.2078715400728
540,748.9853776427188
542,871.2331467840896
545,896.4198135871736
548,965.7811979402892
551,419.63601636687287
552,485.65805156794363
556,1267.2744528726723
567,1154.974786875863
573,2160.5263267566115
582,1252.673869869851
584,943.2285360792599
585,997.4226109506606
586,916.4159082185137
587,4278.89492453939
592,697.6725081124498
605,1052.4314990476917
608,1401.2356882619995
610,728.7028453504936
612,677.3396634362953
617,1377.1120381478756
618,1292.0361867416634
620,381.5024231849065
621,1947.0245868638654
630,1008.2138284358762
632,1222.2201744109523
635,1209.7055755716235
641,283.44510714731325
644,438.02375289323857
649,853.3906651309253
651,1120.9627011210102
653,888.6161887273772
655,1220.5623689767635
659,779.9039393618775
660,1234.2881998409118
663,858.5612772077802
666,1309.4061834992888
668,532.5057094543695
673,1231.9029580373776
674,1215.2108938929134
675,1414.390330329643
679,487.84785059818205
684,1371.225619175007
685,1123.723777180091
688,508.2267239229203
689,1798.6173878255781
695,213.44763155212425
702,1179.365656976798
705,631.6253076176506
706,258.4218436951386
708,679.0034945172204
714,1128.3681951637157
719,1259.9861296464337
724,870.5984145249557
725,1023.8831342025032
726,985.683551114766
727,1024.6969245383502
733,272.81237107929906
736,1388.0834816443928
737,893.3001066939399
744,1061.2227672462413
746,1603.8756248913035
751,1022.4183297741749
756,1055.1269532682136
758,2181.8429658724453
761,1370.0623056727873
764,776.5456093051669
765,712.1892813470189
771,989.0983655492698
776,1570.3609486045607
777,1470.3435124307562
779,1138.7258238239642
780,1192.7132725438744
781,803.509706380771
783,894.5351209677455
797,451.28868562408036
800,1027.4101429165073
802,1466.5286504906894
805,1255.3567466039378
806,940.9234203625048
807,151.55537965467568
810,590.7071229813535
811,1116.2165768869493
816,1195.1185033652698
817,411.0180394625751
819,831.9206522717576
820,713.8716007362071
822,1157.1781864470418
826,894.8908149112291
831,1661.9495354498545
833,1184.2192053396248
834,1550.19061156321
835,906.857246349864
837,1812.2091169487492
845,964.4695899033055
846,626.477875192538
854,629.7257192195955
857,1099.9172047419868
858,1076.7663191505778
861,859.5161102122664
862,336.84232632062333
863,864.6709731560694
865,1128.3681951637157
870,1217.8815494033427
875,1425.141071634719
880,360.72889027459047
885,900.1603740382768
886,182.22086464156448
887,2255.17326511809
889,1313.4482724126224
892,1295.1115448245196
896,1500.8721432032664
898,980.214125956921
900,213.44763155212425
901,651.8960873492337
903,748.5089148981917
905,1198.6545815289421
906,1012.2168102189908
908,1162.4724786443287
910,899.801385794719
912,1026.806049258859
917,1373.9502658103831
918,1570.3653078003424
920,867.2646237180188
922,854.6525745173413
925,2678.950695204482
927,702.4753593262083
930,1965.1117106866843
935,1596.2318966470007
936,1146.5485899013631
937,879.752039212861
940,1182.2084158428836
944,1700.064194760872
948,821.5258523417507
949,2315.9075124347473
951,1404.1140416969058
954,976.1889934951503
957,904.2803153316604
958,1396.1959456949837
962,1042.736512864846
975,1194.624889235586
977,1536.7334024068662
979,642.4827094231962
984,1039.2089820084218
987,1676.0182437923156
989,1095.4404236465807
991,894.2400337492996
993,1084.2555657573164
1003,757.272521963958
1004,983.9540403492173
1014,135.81723892372347
1015,436.25167205108977
1020,1266.6889421343394
1021,1072.8703548840751
1029,1004.4991501311463
1032,1387.7494106478814
1033,905.6038358596043
1036,1837.8768324644416
1037,1470.946254907005
1044,1091.8809985681219
1048,950.8647795724312
1049,1114.8241763856904
1054,1227.451957761791
1057,1603.48000632944
1061,1052.4314990476917
1062,1432.2396205806235
1064,1429.717377367477
1066,1810.5719079078547
1070,1080.9205829751602
1072,970.5335496896007
1073,4418.8447927919315
1076,1053.7980963559162
1080,1507.527858881904
1081,485.0701166344241
1087,1050.085342946584
1089,700.9711309313559
1098,1003.2814430102104
1099,1235.256086409038
1102,1672.9155963060582
1104,853.8902791207272
1105,1179.1409848069977
1109,2606.5676524502314
1112,804.0461310040725
1115,1083.1473756600733
1117,927.0194476419994
1118,1446.4053364463955
1123,1454.010507460076
1124,1069.0494840577744
1125,1066.23317863159
1127,2424.6160149838825
1128,991.4015787190219
1135,1500.2350781625398
1143,909.0316891107162
1147,1005.6907098048264
1148,871.510640254349
1150,2430.2354723140706
1151,1444.565026946642
1155,1454.1330305640524
1156,969.2577175986146
1162,1168.4496990749067
1163,994.3861194917391
1164,806.4723589306334
1176,1016.8771807916228
1180,1455.9646801077113
1185,714.413543079073
1188,885.2430481698357
1200,303.9525917891451
1202,1589.5776875291995
1204,1148.8235664476583
1209,1196.247087859312
1210,1186.1662267760294
1216,239.39719519588687
1217,1163.8951243375375
1225,711.1384971096716
1227,1193.2196712538357
1229,793.6691093121387
1231,1563.0610034296635
1236,996.1752354263709
1240,1308.1387265344097
1242,1490.1113116764323
1246,1549.793288683019
1247,602.6878098601109
1248,974.8930822904978
1251,1080.9613127516782
1252,526.7374940260574
1255,2049.0408474417136
1259,1223.752866292867
1265,1142.3279985615793
1266,1023.475279292071
1267,1629.938324318851
1278,1369.5336032355242
1279,1888.7360511879424
1281,1020.3501679488007
1285,916.8923475173226
1286,628.6698925109101
1295,1043.716730234065
1299,1189.26441203926
